"Type","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Sale price","Regular price","Categories","Images","meta:badge_personnalise","meta:_pack_quantity","meta:_pack_parfums"
"simple","Rebel (Ultra Male) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>REBEL</strong> est un parfum oriental gourmand d'une masculinité provocante et addictive, inspiré du célèbre <em>Ultra Male</em>. Son ouverture dévoile la poire juteux et la bergamote fraîche dans un accord fruité d'une vivacité immédiatement saisissante. Au cœur, la lavande cuirée et le géranium crémeux créent un accord oriental d'une masculinité affirmée et sensuelle. En fond, la vanille ambrée, le musc caramel et le bois de cèdre posent une base gourmande-orientale d'une addictivité extrême — un parfum pour le rebelle qui assume pleinement sa séduction.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/REBEL.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/REBEL-BOITE.jpg","(INSPIRÉ DE ULTRA MALE)","0",""
"simple","Lvb (La Vie Est Belle) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>LVB</strong> est un parfum floral gourmand d'une joie de vivre communicative et envoûtante, inspiré du célèbre <em>La Vie Est Belle</em>. Son ouverture révèle le cassis et la poire fraîche dans un accord fruité d'une légèreté immédiatement lumineuse. Au cœur, l'iris et le jasmin créent un bouquet floral d'une féminité douce et sophistiquée. En fond, la praline gourmande, la vanille de Madagascar et le musc blanc posent une base florale-gourmande d'une douceur infinie — un parfum qui célèbre chaque instant comme si la vie était un cadeau perpétuel.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/LVB.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/LVB-BOITE.jpg","(INSPIRÉ DE LA VIE EST BELLE)","0",""
"simple","Noir De Noir (Black Opium) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>NOIR DE NOIR</strong> est un parfum oriental gourmand d'une intensité envoûtante, inspiré du célèbre <em>Black Opium</em>. Son ouverture explosive associe le café torréfié à la poire juteuse dans un contraste saisissant et immédiatement addictif. Au cœur, le jasmin lumineux et les fleurs blanches se mêlent à la chaleur captivante du café pour un accord floral et sombre d'une profondeur troublante. En fond, la vanille crémeuse, le patchouli profond et le musc cachemire tissent un sillage velouté et terriblement sensuel — un parfum de nuit, fait pour marquer les esprits.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/NOIR-DE-NOIR.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/NOIR-DE-NOIR-BOITE.jpg","(INSPIRÉ DE BLACK OPIUM)","0",""
"simple","Oud (Oud Ispahan) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>OUD</strong> est un parfum oriental boisé d'une majesté somptueuse et envoûtante, inspiré du célèbre <em>Oud Ispahan</em>. Son ouverture révèle la rose de Damas la plus pure et les épices précieuses dans un accord floral oriental d'une richesse immédiatement royale. Au cœur, l'oud de haute qualité et la résine de labdanum créent un accord boisé d'une profondeur mystique et puissante. En fond, le musc ambre, le patchouli précieux et le santal posent une base orientale d'une persistance majestueuse — un parfum d'une noblesse rare qui transcende le temps.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/OUD.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/OUD-BOITE.jpg","(INSPIRÉ DE OUD ISPAHAN)","0",""
"simple","Brasilia Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>BRASILIA</strong> est un parfum fruité tropical d'une création originale aux couleurs de la fête et de la sensualité. Son ouverture révèle la mangue tropicale et la papaye dorée dans un accord fruité d'une vivacité solaire et immédiatement festive. Au cœur, la fleur de tiaré et le jasmin blanc créent un accord floral tropical d'une féminité lumineuse et enveloppante. En fond, le musc soyeux, le bois de santal crémeux et la vanille légère posent un sillage doux et persistant — un parfum carnival qui transforme chaque instant en une célébration de la vie.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/BRASILIA.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/BRASILIA-BOITE.jpg","CRÉATION ORIGINALE","0",""
"simple","Pistachio (Pistachio Latte) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>PISTACHIO</strong> est un parfum gourmand lacté d'une douceur originale et addictive, inspiré du célèbre <em>Pistachio Latte</em>. Son ouverture révèle la pistache verte torréfiée et le lait chaud dans un accord gourmand d'une originalité immédiatement réjouissante. Au cœur, la vanille crémeuse et la fève tonka créent un accord lacté et pâtissier d'une douceur fondante irrésistible. En fond, le bois de santal laiteux, le musc doux et le caramel léger posent une base gourmande d'une persistance café-crème — un parfum comme un latte pistache siroté au soleil.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/PISTACHIO.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/PISTACHIO-BOITE.jpg","(INSPIRÉ DE PISTACHIO LATTE)","0",""
"simple","Rose Vanille (Roses Vanille) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>ROSE VANILLE</strong> est un parfum floral gourmand d'une douceur somptueuse et romantique, inspiré du célèbre <em>Roses Vanille</em>. Son ouverture révèle la rose de Grasse veloutée et la fraise confite dans un accord floral fruité d'une féminité éclatante. Au cœur, la rose turque opulente et le jasmin crémeux créent un bouquet floral d'une sensualité envoûtante. En fond, la vanille de Madagascar gourmande, le musc blanc soyeux et le bois de santal posent un sillage doux et persistant d'une élégance romantique absolue — un parfum pour les amoureuses de la rose.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/ROSE-VANILLE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/ROSE-VANILLE-BOITE.jpg","(INSPIRÉ DE ROSES VANILLE)","0",""
"simple","Seduction (Alien) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>SEDUCTION</strong> est un parfum floral boisé d'une féminité mystérieuse et envoûtante, inspiré du célèbre <em>Alien</em>. Son ouverture révèle le jasmin blanc solaire dans un accord floral d'une luminosité immédiatement saisissante et unique. Au cœur, la fleur de cachemire et le bois de santal créent un accord floral-boisé d'une sensualité enveloppante et profonde. En fond, le musc blanc chaud, la vanille ambrée et le bois de cèdre posent une base chaude et persistante — un parfum extraterrestre qui captive par sa beauté absolue et unique.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/SEDUCTION.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/SEDUCTION-BOITE.jpg","(INSPIRÉ DE ALIEN)","0",""
"simple","Madame (Coco Mademoiselle) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>MADAME</strong> est un parfum chypré floral d'une élégance absolue et intemporelle, inspiré du célèbre <em>Coco Mademoiselle</em>. Son ouverture révèle l'orange fraîche et le bergamote lumineuse dans un accord agrumé d'une vivacité immédiatement fraîche et élégante. Au cœur, la rose de mai et le jasmin créent un accord floral d'une féminité raffinée et moderne. En fond, le patchouli chic, le musc blanc et la vanille délicate posent une base chyprée et sophistiquée d'une persistance remarquable — un parfum de femme libre et élégante qui sait ce qu'elle veut.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/MADAME.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/MADAME-BOITE.jpg","(INSPIRÉ DE COCO MADEMOISELLE)","0",""
"simple","Infinie (L'Immensité) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>INFINIE</strong> est un parfum aquatique boisé d'une immensité apaisante et lumineuse, inspiré du célèbre <em>L'Immensité</em>. Son ouverture révèle le citron frais et le gingembre aquatique dans un accord frais d'une légèreté immédiatement aérienne. Au cœur, la menthe froide et le cyprès vert créent un accord aromatique d'une sérénité naturelle et distinctive. En fond, le bois flottant, le musc blanc et le vétiver aquatique posent une base boisée et sereine d'une persistance infinie — un parfum qui ouvre l'horizon et invite à la contemplation de l'immensité.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/INFINIE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/INFINIE-BOITE.jpg","(INSPIRÉ DE L'IMMENSITÉ)","0",""
"simple","Absolu (Supreme Bouquet) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>ABSOLU</strong> est un parfum floral oriental d'une richesse absolue et envoûtante, inspiré du célèbre <em>Supreme Bouquet</em>. Son ouverture révèle le bergamote lumineux et la bergamote rose dans un accord floral d'une fraîcheur immédiatement séduisante. Au cœur, la rose absolue et le jasmin sambac créent un bouquet floral d'une opulence somptueuse et raffinée. En fond, l'ambre chaud, le musc blanc et le bois précieux posent une base orientale d'une persistance absolue — un parfum suprême qui célèbre la beauté florale dans son expression la plus intense.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/ABSOLU.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/ABSOLU-BOITE.jpg","(INSPIRÉ DE SUPREME BOUQUET)","0",""
"simple","Anthracite (Gris Dior) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>ANTHRACITE</strong> est un parfum boisé musqué d'une élégance grise et sophistiquée, inspiré du célèbre <em>Gris Dior</em>. Son ouverture révèle la bergamote lumineuse et le poivre blanc dans un accord épicé d'une fraîcheur immédiatement distinctive. Au cœur, le jasmin fumé et le patchouli élégant créent un accord floral-boisé d'une profondeur moderne et raffinée. En fond, le musc gris, l'ambre blanc et le bois de santal posent une base élégante et persistante d'une sophistication intemporelle — un parfum gris anthracite, entre ombre et lumière, d'une beauté fascinante.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/ANTHRACITE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/ANTHRACITE-BOITE.jpg","(INSPIRÉ DE GRIS DIOR)","0",""
"simple","Madawi (Madawi) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>MADAWI</strong> est un parfum oriental floral d'une douceur soyeuse et envoûtante, inspiré du célèbre <em>Madawi</em>. Son ouverture révèle la bergamote fraîche et la mandarine dorée dans un accord agrumé d'une légèreté immédiatement lumineuse. Au cœur, la rose de Taïf et le jasmin moelleux créent un accord floral oriental d'une féminité douce et raffinée. En fond, le musc blanc satiné, le bois de oud léger et la vanille précieuse posent une base orientale d'une persistance enveloppante et addictive — un parfum de soie et d'or pour les femmes qui aiment la douceur absolue.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/MADAWI.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/MADAWI-BOITE.jpg","(INSPIRÉ DE MADAWI)","0",""
